ODPA-AP6F-ODPA-PEG1500 (40%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc 2 step,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc,,,,ODPA-AP6F-ODPA-PEG6000 (50%) DMAc,,
12.46936,17671.84176,5301.552528,10603.10506,13.77375,8935.485745,11616.13147,,13.82885,16071.84594,4500.116863,,13.81048,9284.366645,4642.183323,18568.73329,13.77375,10023.65244,6715.847134,,13.81048,13307.43015,5322.972059,,12.80045,9286.767903,4457.648593,,,,,,13.60846,6977.619953,9070.905939
12.48909,17682.72746,5304.818238,10609.63648,13.79211,8944.565322,11627.93492,,13.84721,16095.65129,4506.782362,,13.82885,9291.784729,4645.892364,18583.56946,13.79211,10015.46152,6710.35922,,13.82885,13308.16778,5323.267113,,12.8209,9311.204235,4469.378033,,,,,,13.62683,6993.732337,9091.852038
12.50882,17694.97867,5308.493602,10616.9872,13.81048,8949.159577,11633.90745,,13.86557,16082.05508,4502.975421,,13.84721,9304.367826,4652.183913,18608.73565,13.81048,10013.08554,6708.767309,,13.84721,13320.90404,5328.361618,,12.84134,9327.049617,4476.983816,,,,,,13.6452,7002.020315,9102.626409
12.52855,17692.30889,5307.692668,10615.38534,13.82885,8948.873126,11633.53506,,13.88394,16098.17969,4507.490313,,13.86557,9311.276095,4655.638047,18622.55219,13.82885,10024.82803,6716.634783,,13.86557,13325.09891,5330.039562,,12.86179,9353.537982,4489.698231,,,,,,13.66356,7007.459873,9109.697835
12.54828,17706.24356,5311.873067,10623.74613,13.84721,8963.384147,11652.39939,,13.9023,16124.70751,4514.918103,,13.88394,9323.893393,4661.946697,18647.78679,13.84721,10051.83149,6734.727101,,13.88394,13352.84235,5341.13694,,12.88224,9369.714039,4497.462739,,,,,,13.68192,7021.607211,9128.089375
12.56801,17733.13879,5319.941636,10639.88327,13.86557,8968.698904,11659.30858,,13.92067,16120.64423,4513.780383,,13.9023,9332.55387,4666.276935,18665.10774,13.86557,10054.89327,6736.778493,,13.9023,13358.47571,5343.390285,,12.90269,9382.681542,4503.68714,,,,,,13.70029,7022.236097,9128.906926
12.58774,17753.84257,5326.15277,10652.30554,13.88394,8986.901091,11682.97142,,13.93903,16143.75104,4520.25029,,13.92067,9333.973567,4666.986784,18667.94713,13.88394,10060.63306,6740.624153,,13.92067,13362.64029,5345.056117,,12.92314,9399.684628,4511.848621,,,,,,13.71865,7037.749781,9149.074715
12.60747,17769.19877,5330.75963,10661.51926,13.9023,8995.056983,11693.57408,,13.9574,16143.04132,4520.051569,,13.93903,9342.358165,4671.179082,18684.71633,13.9023,10080.97529,6754.253443,,13.93903,13381.22455,5352.48982,,12.94358,9422.345976,4522.726068,,,,,,13.73702,7054.909911,9171.382885
12.6272,17753.74129,5326.122387,10652.24477,13.92067,8999.578975,11699.45267,,13.97576,16159.29023,4524.601266,,13.9574,9349.027643,4674.513821,18698.05529,13.92067,10082.79209,6755.4707,,13.9574,13386.03437,5354.41375,,12.96403,9445.559946,4533.868774,,,,,,13.75538,7071.715086,9193.229612
12.64693,17763.25877,5328.97763,10657.95526,13.93903,9003.030534,11703.93969,,13.99413,16173.89312,4528.690074,,13.97576,9364.248928,4682.124464,18728.49786,13.93903,10085.01055,6756.957066,,13.97576,13397.4965,5358.998599,,12.98448,9464.874544,4543.139781,,,,,,13.77375,7084.87603,9210.338839
12.66666,17776.32559,5332.897678,10665.79536,13.9574,9007.742323,11710.06502,,14.0125,16182.68188,4531.150927,,13.99413,9370.050387,4685.025194,18740.10077,13.9574,10092.64789,6762.074085,,13.99413,13404.04329,5361.617318,,13.00493,9470.254253,4545.722042,,,,,,13.79211,7098.073519,9227.495575
12.68639,17805.27026,5341.581079,10683.16216,13.97576,9015.353219,11719.95918,,14.03086,16179.36282,4530.22159,,14.0125,9385.407107,4692.703553,18770.81421,13.97576,10104.10263,6769.748763,,14.0125,13423.14874,5369.259495,,13.02538,9483.558818,4552.108233,,,,,,13.81048,7110.726437,9243.944368
12.70612,17815.52963,5344.658889,10689.31778,13.99413,9021.868912,11728.42959,,14.04922,16192.71806,4533.961057,,14.03086,9386.993562,4693.496781,18773.98712,13.99413,10098.75919,6766.168655,,14.03086,13417.83587,5367.134346,,13.04582,9498.171925,4559.122524,,,,,,13.82885,7116.607069,9251.589189
12.72585,17827.56457,5348.269372,10696.53874,14.0125,9031.614879,11741.09934,,14.06759,16213.72101,4539.841883,,14.04922,9399.296651,4699.648326,18798.5933,14.0125,10111.77551,6774.889592,,14.04922,13437.31612,5374.926448,,13.06627,9513.207091,4566.339404,,,,,,13.84721,7143.145309,9286.088902
12.74558,17836.44597,5350.93379,10701.86758,14.03086,9023.392056,11730.40967,,14.08595,16211.53766,4539.230544,,14.06759,9404.652753,4702.326376,18809.30551,14.03086,10120.76246,6780.910846,,14.06759,13438.70304,5375.481214,,13.08672,9517.052371,4568.185138,,,,,,13.86557,7173.562135,9325.630775
12.76531,17845.18349,5353.555046,10707.11009,14.04922,9035.004443,11745.50578,,14.10432,16229.6089,4544.290492,,14.08595,9412.611072,4706.305536,18825.22214,14.04922,10123.65086,6782.846075,,14.08595,13458.65298,5383.461191,,13.10717,9538.733212,4578.591942,,,,,,13.88394,7198.862516,9358.521271
12.78504,17825.42031,5347.626094,10695.25219,14.06759,9034.343274,11744.64626,,14.12268,16245.05131,4548.614367,,14.10432,9420.291083,4710.145541,18840.58217,14.06759,10128.61431,6786.171586,,14.10432,13461.21632,5384.486528,,13.12762,9551.801913,4584.864918,,,,,,13.9023,7222.902593,9389.77337
12.80477,17837.81536,5351.344609,10702.68922,14.08595,9038.080821,11749.50507,,14.14105,16249.5411,4549.871507,,14.12268,9415.236626,4707.618313,18830.47325,14.08595,10133.08387,6789.166193,,14.12268,13468.03482,5387.21393,,13.14806,9574.488455,4595.754459,,,,,,13.92067,7242.68638,9415.492293
12.8245,17850.10303,5355.03091,10710.06182,14.10432,9051.401041,11766.82135,,14.15941,16231.37244,4544.784284,,14.14105,9419.38757,4709.693785,18838.77514,14.10432,10141.75969,6794.978994,,14.14105,13472.18333,5388.873333,,13.16851,9585.76225,4601.16588,,,,,,13.93903,7278.303007,9461.793909
12.84423,17866.32169,5359.896506,10719.79301,14.12268,9051.964653,11767.55405,,14.17778,16252.30864,4550.646419,,14.15941,9418.257214,4709.128607,18836.51443,14.12268,10144.29643,6796.678609,,14.15941,13463.90284,5385.561134,,13.18896,9625.758433,4620.364048,,,,,,13.9574,7316.344536,9511.247897
12.86396,17879.27178,5363.781535,10727.56307,14.14105,9057.261855,11774.44041,,14.19614,16259.35894,4552.620503,,14.17778,9433.506788,4716.753394,18867.01358,14.14105,10148.09903,6799.226348,,14.17778,13491.5731,5396.629241,,13.20941,9642.568179,4628.432726,,,,,,13.97576,7347.189238,9551.346009
12.88369,17864.18265,5359.254794,10718.50959,14.15941,9061.856598,11780.41358,,14.21451,16264.01452,4553.924066,,14.19614,9426.83373,4713.416865,18853.66746,14.15941,10147.79978,6799.025856,,14.19614,13494.99838,5397.999352,,13.22986,9651.953585,4632.937721,,,,,,13.99413,7391.602145,9609.082788
12.90342,17890.01991,5367.005973,10734.01195,14.17778,9074.300679,11796.59088,,14.23287,16266.80953,4554.706667,,14.21451,9448.938487,4724.469244,18897.87697,14.17778,10163.66057,6809.652582,,14.21451,13511.33338,5404.53335,,13.2503,9686.457521,4649.49961,,,,,,14.0125,7435.707128,9666.419266
12.92315,17889.66698,5366.900094,10733.80019,14.19614,9076.277032,11799.16014,,14.25124,16290.55758,4561.356122,,14.23287,9460.39784,4730.19892,18920.79568,14.19614,10157.76396,6805.701854,,14.23287,13511.91417,5404.765667,,13.27075,9694.142891,4653.188588,,,,,,14.03086,7470.347463,9711.451702
12.94288,17896.47583,5368.94275,10737.8855,14.21451,9079.721241,11803.63761,,14.2696,16304.02917,4565.128167,,14.25124,9469.159852,4734.579926,18938.3197,14.21451,10156.96463,6805.166301,,14.25124,13519.02417,5407.609668,,13.2912,9709.198497,4660.415278,,,,,,14.04922,7517.192037,9772.349648
12.96261,17898.34794,5369.504381,10739.00876,14.23287,9077.083478,11800.20852,,14.28797,16292.35289,4561.858809,,14.2696,9459.620468,4729.810234,18919.24094,14.23287,10163.72873,6809.698251,,14.2696,13525.68908,5410.275632,,13.31165,9741.04762,4675.702858,,,,,,14.06759,7557.419461,9824.645299
12.98234,17905.67695,5371.703084,10743.40617,14.25124,9082.765877,11807.59564,,14.30633,16276.82361,4557.510611,,14.28797,9457.923664,4728.961832,18915.84733,14.25124,10181.86263,6821.847964,,14.28797,13520.93562,5408.374248,,13.3321,9766.363701,4687.854577,,,,,,14.08595,7610.833982,9894.084176
13.00207,17912.89034,5373.867102,10747.7342,14.2696,9089.623402,11816.51042,,14.3247,16303.37613,4564.945316,,14.30633,9469.545236,4734.772618,18939.09047,14.2696,10191.96694,6828.617849,,14.30633,13546.75141,5418.700565,,13.35254,9779.808171,4694.307922,,,,,,14.10432,7678.330632,9981.829822
13.0218,17921.2703,5376.38109,10752.76218,14.28797,9094.529641,11822.88853,,14.34306,16314.67962,4568.110295,,14.3247,9474.818214,4737.409107,18949.63643,14.28797,10191.59722,6828.370138,,14.3247,13545.62521,5418.250083,,13.37299,9798.179806,4703.126307,,,,,,14.12268,7743.825739,10066.97346
13.04153,17918.86019,5375.658057,10751.31611,14.30633,9098.238817,11827.71046,,14.36143,16323.3934,4570.550152,,14.34306,9483.238005,4741.619002,18966.47601,14.30633,10191.83378,6828.52863,,14.34306,13542.35546,5416.942184,,13.39344,9807.408887,4707.556266,,,,,,14.14105,7803.993812,10145.19196
13.06126,17937.02983,5381.108948,10762.2179,14.3247,9101.439396,11831.87122,,14.37979,16324.52269,4570.866354,,14.36143,9496.140422,4748.070211,18992.28084,14.3247,10193.54349,6829.674137,,14.36143,13549.13253,5419.65301,,13.41389,9831.218342,4718.984804,,,,,,14.15941,7865.307104,10224.89924
13.08099,17941.79882,5382.539647,10765.07929,14.34306,9117.44954,11852.6844,,14.39816,16344.11418,4576.35197,,14.37979,9498.441326,4749.220663,18996.88265,14.34306,10206.1616,6838.128273,,14.37979,13558.39223,5423.356892,,13.43434,9870.932848,4738.047767,,,,,,14.17778,7959.997233,10347.9964
13.10072,17952.97688,5385.893065,10771.78613,14.36143,9122.171648,11858.82314,,14.41652,16357.13007,4579.996421,,14.39816,9501.00317,4750.501585,19002.00634,14.36143,10222.13653,6848.831472,,14.39816,13576.56361,5430.625444,,13.45478,9882.440981,4743.571671,,,,,,14.19614,8046.032788,10459.84262
13.12045,17952.34166,5385.702499,10771.405,14.37979,9128.708225,11867.32069,,14.43489,16354.9828,4579.395184,,14.41652,9514.939509,4757.469754,19029.87902,14.37979,10222.94048,6849.370119,,14.41652,13575.41699,5430.166797,,13.47523,9898.870596,4751.457886,,,,,,14.21451,8159.883159,10607.84811
13.14018,17942.36372,5382.709115,10765.41823,14.39816,9135.367821,11875.97817,,14.45325,16358.0716,4580.260047,,14.43489,9512.658961,4756.329481,19025.31792,14.39816,10241.07466,6861.520025,,14.43489,13573.10746,5429.242983,,13.49568,9919.609013,4761.412326,,,,,,14.23287,8273.442731,10755.47555
13.15991,17961.44304,5388.432911,10776.86582,14.41652,9137.849886,11879.20485,,14.47162,16383.03881,4587.250867,,14.45325,9525.590259,4762.795129,19051.18052,14.41652,10250.60227,6867.90352,,14.45325,13583.83736,5433.534942,,13.51613,9934.59426,4768.605245,,,,,,14.25124,8407.986055,10930.38187
13.17964,17964.96269,5389.488806,10778.97761,14.43489,9140.779931,11883.01391,,14.48998,16394.22155,4590.382033,,14.47162,9529.553972,4764.776986,19059.10794,14.43489,10252.35511,6869.077924,,14.47162,13606.78614,5442.714455,,13.53658,9958.275925,4779.972444,,,,,,14.2696,8570.471884,11141.61345
13.19937,17969.83643,5390.95093,10781.90186,14.45325,9149.205851,11893.96761,,14.50835,16388.96803,4588.911047,,14.48998,9536.431127,4768.215564,19072.86225,14.45325,10252.63409,6869.264838,,14.48998,13602.30966,5440.923863,,13.55702,9979.020453,4789.929817,,,,,,14.28797,8732.612969,11352.39686
13.2191,17983.59344,5395.078033,10790.15607,14.47162,9170.544076,11921.7073,,14.52671,16386.11995,4588.113585,,14.50835,9541.453409,4770.726704,19082.90682,14.47162,10266.08438,6878.276537,,14.50835,13604.39732,5441.758927,,13.57747,10004.59844,4802.207254,,,,,,14.30633,8936.473508,11617.41556
13.23883,17977.09755,5393.129265,10786.25853,14.48998,9172.147467,11923.79171,,14.54508,16385.12569,4587.835192,,14.52671,9541.769084,4770.884542,19083.53817,14.48998,10265.0723,6877.59844,,14.52671,13609.78991,5443.915965,,13.59792,10011.70715,4805.61943,,,,,,14.3247,9191.358526,11948.76608
13.25856,17979.56478,5393.869435,10787.73887,14.50835,9160.494092,11908.64232,,14.56344,16407.80303,4594.184847,,14.54508,9549.266865,4774.633433,19098.53373,14.50835,10269.80722,6880.770837,,14.54508,13613.15977,5445.26391,,13.61837,10024.55267,4811.785282,,,,,,14.34306,9470.01511,12311.01964
13.27829,17977.23741,5393.171224,10786.34245,14.52671,9166.679008,11916.68271,,14.58181,16426.09128,4599.305559,,14.56344,9563.042368,4781.521184,19126.08474,14.52671,10273.8044,6883.448945,,14.56344,13616.65574,5446.662298,,13.63882,10033.09553,4815.885856,,,,,,14.36143,9740.729994,12662.94899
13.29802,17971.23371,5391.370113,10782.74023,14.54508,9174.490334,11926.83743,,14.60017,16431.15966,4600.724704,,14.58181,9563.060897,4781.530448,19126.12179,14.54508,10280.5981,6888.00073,,14.58181,13629.96755,5451.987021,,13.65926,10056.73249,4827.231594,,,,,,14.37979,10064.31892,13083.6146
13.31775,17971.72751,5391.518252,10783.0365,14.56344,9187.700769,11944.011,,14.61854,16431.66038,4600.864906,,14.60017,9563.490799,4781.7454,19126.9816,14.56344,10282.00181,6888.941212,,14.60017,13627.26299,5450.905196,,13.67971,10084.40302,4840.513448,,,,,,14.39816,10423.40301,13550.42391
13.33748,17979.56308,5393.868925,10787.73785,14.58181,9193.333411,11951.33343,,14.6369,16435.49929,4601.9398,,14.61854,9571.151117,4785.575558,19142.30223,14.58181,10282.65478,6889.378704,,14.61854,13632.50608,5453.002434,,13.70016,10105.50871,4850.644182,,,,,,14.41652,10825.72004,14073.43605
13.35721,18016.91964,5405.075892,10810.15178,14.60017,9204.128137,11965.36658,,14.65527,16434.75085,4601.730237,,14.6369,9567.64512,4783.82256,19135.29024,14.60017,10297.55438,6899.361438,,14.6369,13636.225,5454.49,,13.72061,10114.14383,4854.78904,,,,,,14.43489,11183.55892,14538.62659
13.37694,18035.12781,5410.538343,10821.07669,14.61854,9200.265866,11960.34563,,14.67363,16446.17429,4604.928802,,14.65527,9584.515322,4792.257661,19169.03064,14.61854,10296.66211,6898.763612,,14.65527,13629.40815,5451.763262,,13.74106,10124.34744,4859.686772,,,,,,14.45325,11611.33326,15094.73324
13.39667,18021.17619,5406.352857,10812.70571,14.6369,9201.155511,11961.50216,,14.692,16429.78084,4600.338635,,14.67363,9595.020903,4797.510452,19190.04181,14.6369,10301.3419,6901.899076,,14.67363,13645.1262,5458.05048,,13.7615,10143.7626,4869.006048,,,,,,14.47162,12030.96005,15640.24806
13.4164,18014.53351,5404.360054,10808.72011,14.65527,9202.80454,11963.6459,,14.71036,16439.12902,4602.956127,,14.692,9587.623315,4793.811658,19175.24663,14.65527,10304.22489,6903.830676,,14.692,13640.34688,5456.13875,,13.78195,10150.80634,4872.387044,,,,,,14.48998,12399.36866,16119.17926
13.43613,18027.26966,5408.180899,10816.3618,14.67363,9215.821835,11980.56839,,14.72873,16435.37788,4601.905805,,14.71036,9585.329806,4792.664903,19170.65961,14.67363,10303.29554,6903.208012,,14.71036,13622.48878,5448.99551,,13.8024,10169.5958,4881.405982,,,,,,14.50835,12726.41221,16544.33588
13.45586,18009.17551,5402.752652,10805.5053,14.692,9211.265528,11974.64519,,14.74709,16433.41321,4601.355699,,14.72873,9588.951329,4794.475664,19177.90266,14.692,10304.70341,6904.151285,,14.72873,13632.39751,5452.959006,,13.82285,10176.95014,4884.93607,,,,,,14.52671,12965.84205,16855.59466
13.47559,18021.25218,5406.375655,10812.75131,14.71036,9214.497246,11978.84642,,14.76546,16432.61326,4601.131712,,14.74709,9597.629125,4798.814562,19195.25825,14.71036,10291.64504,6895.402175,,14.74709,13641.71647,5456.686588,,13.8433,10186.53442,4889.536521,,,,,,14.54508,13147.17745,17091.33069
13.49532,18042.63588,5412.790763,10825.58153,14.72873,9222.348461,11989.053,,14.78382,16449.27634,4605.797375,,14.76546,9604.025679,4802.012839,19208.05136,14.72873,10296.68775,6898.780792,,14.76546,13643.54916,5457.419663,,13.86374,10197.43048,4894.766629,,,,,,14.56344,13243.64868,17216.74328
13.51505,18021.21958,5406.365875,10812.73175,14.74709,9219.664061,11985.56328,,14.80219,16457.84691,4608.197133,,14.78382,9608.439599,4804.2198,19216.8792,14.74709,10311.07456,6908.419956,,14.78382,13649.2343,5459.69372,,13.88419,10223.2564,4907.163073,,,,,,14.58181,13242.72594,17215.54373
13.53478,18005.54253,5401.662759,10803.32552,14.76546,9228.525497,11997.08315,,14.82055,16467.79676,4610.983093,,14.80219,9606.126547,4803.063273,19212.25309,14.76546,10318.59799,6913.460652,,14.80219,13652.4693,5460.987719,,13.90464,10227.82854,4909.357698,,,,,,14.60017,13125.88391,17063.64908
13.55451,18016.29201,5404.887602,10809.7752,14.78382,9241.493335,12013.94134,,14.83892,16470.9212,4611.857937,,14.82055,9614.384956,4807.192478,19228.76991,14.78382,10321.02485,6915.086648,,14.82055,13650.39789,5460.159157,,13.92509,10247.03406,4918.576347,,,,,,14.61854,12916.2403,16791.11239
13.57424,18016.07405,5404.822215,10809.64443,14.80219,9233.203356,12003.16436,,14.85728,16463.24519,4609.708653,,14.83892,9618.64324,4809.32162,19237.28648,14.80219,10329.62564,6920.849179,,14.83892,13662.33045,5464.932182,,13.94554,10261.57301,4925.555043,,,,,,14.6369,12677.85057,16481.20574
13.59397,18027.1069,5408.13207,10816.26414,14.82055,9242.501446,12015.25188,,14.87565,16479.02268,4614.12635,,14.85728,9628.147816,4814.073908,19256.29563,14.82055,10340.77529,6928.319442,,14.85728,13656.30631,5462.522524,,13.96598,10274.47275,4931.74692,,,,,,14.65527,12348.24288,16052.71574
13.6137,18021.85163,5406.555488,10813.11098,14.83892,9246.118364,12019.95387,,14.89401,16479.28554,4614.199952,,14.87565,9638.602001,4819.301,19277.204,14.83892,10332.82098,6922.990059,,14.87565,13668.19607,5467.278426,,13.98643,10275.95179,4932.45686,,,,,,14.67363,11974.37036,15566.68147
13.63343,18014.4992,5404.349759,10808.69952,14.85728,9249.44158,12024.27405,,14.91238,16474.624,4612.894719,,14.89401,9636.111966,4818.055983,19272.22393,14.85728,10332.17601,6922.557926,,14.89401,13657.97952,5463.191809,,14.00688,10269.87949,4929.542155,,,,,,14.692,11552.06099,15017.67929
13.65316,18007.04798,5402.114394,10804.22879,14.87565,9259.625215,12037.51278,,14.93074,16467.63221,4610.93702,,14.91238,9635.647457,4817.823728,19271.29491,14.87565,10337.3994,6926.057595,,14.91238,13656.78363,5462.713454,,14.02733,10291.27449,4939.811755,,,,,,14.71036,11152.90967,14498.78257
13.67289,18011.62386,5403.487159,10806.97432,14.89401,9256.471943,12033.41353,,14.94911,16483.20815,4615.298281,,14.93074,9644.076927,4822.038464,19288.15385,14.89401,10338.44522,6926.7583,,14.93074,13658.02183,5463.208731,,14.04778,10306.0396,4946.899007,,,,,,14.72873,10709.48291,13922.32778
13.69262,18030.2542,5409.076259,10818.15252,14.91238,9264.71607,12044.13089,,14.96747,16483.20389,4615.297088,,14.94911,9649.654619,4824.82731,19299.30924,14.91238,10342.34706,6929.372533,,14.94911,13670.65554,5468.262214,,14.06822,10321.1091,4954.132369,,,,,,14.74709,10343.22231,13446.18901
13.71235,17998.50752,5399.552257,10799.10451,14.93074,9260.714855,12038.92931,,14.98584,16486.0316,4616.088849,,14.96747,9651.484917,4825.742458,19302.96983,14.93074,10345.19554,6931.281012,,14.96747,13656.21279,5462.485115,,14.08867,10317.97854,4952.629699,,,,,,14.76546,9987.59106,12983.86838
13.73208,17993.13153,5397.939459,10795.87892,14.94911,9276.086755,12058.91278,,15.0042,16481.8903,4614.929283,,14.98584,9646.294354,4823.147177,19292.58871,14.94911,10343.8382,6930.371593,,14.98584,13659.61367,5463.845467,,14.10912,10326.78533,4956.85696,,,,,,14.78382,9629.107578,12517.83985
13.75181,17992.36482,5397.709445,10795.41889,14.96747,9275.768494,12058.49904,,15.02257,16486.39775,4616.191369,,15.0042,9639.014908,4819.507454,19278.02982,14.96747,10345.29774,6931.349483,,15.0042,13662.00791,5464.803165,,14.12957,10349.06568,4967.551527,,,,,,14.80219,9319.492533,12115.34029
13.77154,17976.89714,5393.069143,10786.13829,14.98584,9283.447492,12068.48174,,15.04093,16483.79861,4615.463609,,15.02257,9654.44941,4827.224705,19308.89882,14.98584,10348.73222,6933.650587,,15.02257,13677.03416,5470.813665,,14.15002,10359.25077,4972.440371,,,,,,14.82055,9033.973233,11744.1652
13.79127,17970.62978,5391.188935,10782.37787,15.0042,9279.410284,12063.23337,,15.0593,16482.3487,4615.057635,,15.04093,9648.54507,4824.272535,19297.09014,15.0042,10358.87555,6940.446617,,15.04093,13664.10661,5465.642642,,14.17046,10358.81239,4972.229945,,,,,,14.83892,8795.308416,11433.90094
13.811,17966.43245,5389.929736,10779.85947,15.02257,9293.412763,12081.43659,,15.07766,16491.52505,4617.627013,,15.0593,9658.149135,4829.074567,19316.29827,15.02257,10365.43029,6944.838297,,15.0593,13660.72327,5464.289307,,14.19091,10376.6631,4980.798286,,,,,,14.85728,8550.175257,11115.22783
13.83073,17960.91761,5388.275284,10776.55057,15.04093,9291.709587,12079.22246,,15.09603,16509.07127,4622.539956,,15.07766,9662.124079,4831.06204,19324.24816,15.04093,10358.73412,6940.351857,,15.07766,13664.90358,5465.961433,,14.21136,10394.70072,4989.456348,,,,,,14.87565,8367.336897,10877.53797
13.85046,17951.53562,5385.460685,10770.92137,15.0593,9294.24966,12082.52456,,15.11439,16489.33437,4617.013622,,15.09603,9662.342668,4831.171334,19324.68534,15.0593,10355.97037,6938.500149,,15.09603,13668.77566,5467.510264,,14.23181,10400.89146,4992.427902,,,,,,14.89401,8210.515078,10673.6696
13.87019,17948.0961,5384.428831,10768.85766,15.07766,9296.658414,12085.65594,,15.13276,16483.99489,4615.51857,,15.11439,9664.728588,4832.364294,19329.45718,15.07766,10356.4909,6938.848903,,15.11439,13657.21786,5462.887146,,14.25226,10402.9595,4993.420561,,,,,,14.91238,8058.518876,10476.07454
13.88992,17939.80135,5381.940405,10763.88081,15.09603,9301.935574,12092.51625,,15.15112,16475.5995,4613.167859,,15.13276,9672.566448,4836.283224,19345.1329,15.09603,10373.46858,6950.223949,,15.13276,13668.01189,5467.204756,,14.2727,10417.41164,5000.357589,,,,,,14.93074,7931.314062,10310.70828
13.90965,17924.57016,5377.371049,10754.7421,15.11439,9297.586118,12086.86195,,15.16949,16494.24606,4618.388896,,15.15112,9673.27216,4836.63608,19346.54432,15.11439,10378.49585,6953.59222,,15.15112,13662.83496,5465.133986,,14.29315,10432.95311,5007.817494,,,,,,14.94911,7815.96821,10160.75867
13.92938,17911.65033,5373.495098,10746.9902,15.13276,9307.765773,12100.09551,,15.18785,16485.11488,4615.832168,,15.16949,9674.314567,4837.157284,19348.62913,15.13276,10384.85413,6957.852269,,15.16949,13670.55924,5468.223697,,14.3136,10449.19253,5015.612413,,,,,,14.96747,7711.487186,10024.93334
13.94911,17916.16332,5374.848995,10749.69799,15.15112,9312.840631,12106.69282,,15.20622,16466.22988,4610.544366,,15.18785,9673.379763,4836.689881,19346.75953,15.15112,10377.20774,6952.729186,,15.18785,13666.67072,5466.668289,,14.33405,10459.48369,5020.552173,,,,,,14.98584,7612.227386,9895.895602
13.96884,17911.73419,5373.520256,10747.04051,15.16949,9307.730734,12100.04995,,15.22458,16480.71955,4614.601475,,15.20622,9668.712533,4834.356267,19337.42507,15.16949,10383.19729,6956.742186,,15.20622,13649.53241,5459.812964,,14.3545,10462.2526,5021.88125,,,,,,15.0042,7530.101791,9789.132328
13.98857,17889.00746,5366.702238,10733.40448,15.18785,9312.348937,12106.05362,,15.24295,16484.65055,4615.702153,,15.22458,9669.061088,4834.530544,19338.12218,15.18785,10388.42013,6960.241485,,15.22458,13645.80532,5458.322126,,14.37494,10475.51063,5028.2451,,,,,,15.02257,7464.022306,9703.228998
14.0083,17871.26703,5361.380109,10722.76022,15.20622,9313.904799,12108.07624,,15.26131,16488.50423,4616.781186,,15.24295,9668.887912,4834.443956,19337.77582,15.20622,10370.36558,6948.14494,,15.24295,13651.3591,5460.543639,,14.39539,10487.49668,5033.998404,,,,,,15.04093,7398.192006,9617.649608
14.02803,17856.90719,5357.072157,10714.14431,15.22458,9313.332051,12107.33167,,15.27968,16486.77697,4616.297551,,15.26131,9672.897571,4836.448786,19345.79514,15.22458,10392.66665,6963.086658,,15.26131,13647.31228,5458.92491,,14.41584,10485.96405,5033.262742,,,,,,15.0593,7346.140468,9549.982608
14.04776,17835.64372,5350.693115,10701.38623,15.24295,9306.870044,12098.93106,,15.29804,16467.72319,4610.962493,,15.27968,9677.721653,4838.860827,19355.44331,15.24295,10390.34817,6961.533271,,15.27968,13654.37011,5461.748043,,14.43629,10505.27906,5042.53395,,,,,,15.07766,7303.133833,9494.073983
14.06749,17822.39976,5346.719929,10693.43986,15.26131,9317.493692,12112.7418,,15.31641,16478.38014,4613.946438,,15.29804,9678.396335,4839.198168,19356.79267,15.26131,10383.51085,6956.952271,,15.29804,13653.43461,5461.373843,,14.45674,10517.66567,5048.479523,,,,,,15.09603,7253.799856,9429.939813
14.08722,17806.01702,5341.805106,10683.61021,15.27968,9311.955089,12105.54162,,15.33477,16470.85066,4611.838184,,15.31641,9705.94597,4852.972985,19411.89194,15.27968,10393.3759,6963.56185,,15.31641,13653.62888,5461.45155,,14.47718,10547.66598,5062.879671,,,,,,15.11439,7204.991676,9366.489179
14.10695,17790.37463,5337.11239,10674.22478,15.29804,9311.734702,12105.25511,,15.35314,16463.41999,4609.757597,,15.33477,9697.367763,4848.683881,19394.73553,15.29804,10395.41903,6964.930748,,15.33477,13646.2337,5458.49348,,14.49763,10557.60071,5067.648339,,,,,,15.13276,7174.627543,9327.015806
14.12668,17769.69354,5330.908062,10661.81612,15.31641,9330.15543,12129.20206,,15.3715,16448.30966,4605.526704,,15.35314,9695.070725,4847.535362,19390.14145,15.31641,10417.78284,6979.914501,,15.35314,13657.95371,5463.181482,,14.51808,10566.96155,5072.141543,,,,,,15.15112,7132.984077,9272.879301
14.14641,17770.00382,5331.001146,10662.00229,15.33477,9328.250193,12126.72525,,15.38987,16446.03803,4604.890649,,15.3715,9694.774445,4847.387223,19389.54889,15.33477,10409.56445,6974.408185,,15.3715,13649.46553,5459.786213,,14.53853,10593.10142,5084.68868,,,,,,15.16949,7104.524267,9235.881547
14.16614,17744.5006,5323.350181,10646.70036,15.35314,9330.495369,12129.64398,,15.40823,16436.51747,4602.224891,,15.38987,9686.288795,4843.144397,19372.57759,15.35314,10402.07776,6969.392099,,15.38987,13639.60256,5455.841026,,14.55898,10590.1505,5083.27224,,,,,,15.18785,7082.046316,9206.660211
